Ruta,n_obs,var_time,std_time,median_time,mean_time,q25,q75,tiempo_ideal,buffer_recomendado,mean_time_safe,CV,Es_Critica
BODEGA CUAUTLA 2/WM CEDIS CHALCO,137,5104.128917990554,71.44318664498773,0.0,23.05839416058394,0.0,1.0,0.0,91.4472789055843,23.05839416058394,3.0983591549108325,False
BODEGA CUAUTZINGO/WM CEDIS CHALCO,21,1453.261904761904,38.12167237624688,1.0,19.80952380952381,0.0,1.0,1.0,49.795740641596005,19.80952380952381,1.9244113459163086,False
BODEGA GLORIETA APIZACO/WM CEDIS CHALCO,70,28633806.96811593,5351.056621651085,0.0,648.4,0.0,1.0,0.0,6849.352475713389,648.4,8.252709163558121,True
"BODEGA HUAMANTLA, MORELOS PONIENTE, HUAMANTLA 90500, 311/CARRETERA FEDERAL MÉXICO CUAUTLA KM 35 SAN GREGORIO COAUTZINGO 56640",42,0.7293844367015098,0.8540400673864837,0.0,0.6190476190476191,0.0,1.0,0.0,1.0931712862546992,0.6190476190476191,1.379603185778166,False
BODEGA IXTAPALUCA 2/WM CEDIS CHALCO,22,73831140.46753247,8592.504900640584,0.0,1849.909090909091,0.0,1.0,0.0,10998.406272819948,1849.909090909091,4.644825490542357,False
BODEGA IZTAPALAPA NORTE/WM CEDIS CHALCO,36,648.9992063492065,25.47546282894987,0.5,9.47222222222222,0.0,1.0,0.5,33.10859242105583,9.47222222222222,2.6894916769565853,False
BODEGA LA PAZ/WM CEDIS CHALCO,20,1128.357894736842,33.59103890529202,0.5,15.6,0.0,1.25,0.5,43.496529798773786,15.6,2.153271724698206,False
BODEGA LAS BRISAS CUAUTLA/WM CEDIS CHALCO,72,27656950.907668237,5258.987631442788,0.0,640.2777777777778,0.0,1.0,0.0,6731.504168246769,640.2777777777778,8.21360324216661,True
BODEGA LOMA FLORIDA/WM CEDIS CHALCO,71,604.199597585513,24.58047187475279,0.0,8.169014084507042,0.0,1.0,0.0,31.46300399968357,8.169014084507042,3.008988798461117,False
BODEGA LOS REYES/WM CEDIS CHALCO,22,779.1363636363635,27.91301423415901,0.0,8.772727272727273,0.0,1.0,0.0,35.728658219723535,8.772727272727273,3.1817943686606123,False
BODEGA MARTINEZ DE LA TORRE/WM CEDIS CHALCO,45,79.41616161616166,8.911574586803482,0.0,1.6444444444444444,0.0,1.0,0.0,11.406815471108455,1.6444444444444444,5.419200762245361,False
BODEGA MB ACATLAN/WM CEDIS CHALCO,55,793.3097643097642,28.165755170237567,0.0,5.636363636363637,0.0,1.0,0.0,36.052166617904085,5.636363636363637,4.9971501108486,False
BODEGA MB ACATZINGO/WM CEDIS CHALCO,78,134.6341991341991,11.603197797771056,0.0,2.833333333333333,0.0,1.0,0.0,14.852093181146952,2.833333333333333,4.095246281566255,False
BODEGA MB AJALPAN/WM CEDIS CHALCO,73,1987.2431506849312,44.578505478368506,0.0,12.917808219178085,0.0,1.0,0.0,57.06048701231169,12.917808219178085,3.4509341462575827,False
BODEGA MB MISANTLA/WM CEDIS CHALCO,30,66372899.48965517,8146.956455613052,0.5,1506.6,0.0,2.0,0.5,10428.604263184709,1506.6,5.407511254223452,False
BODEGA MB TLAPACOYAN/WM CEDIS CHALCO,29,2482.5517241379307,49.82521173199298,0.0,15.137931034482758,0.0,1.0,0.0,63.77627101695101,15.137931034482758,3.291414898013204,False
BODEGA PANTITLAN/WM CEDIS CHALCO,51,468.5066666666669,21.64501482250975,0.0,6.333333333333333,0.0,1.0,0.0,27.70561897281248,6.333333333333333,3.417633919343645,False
BODEGA PLAN DE AYALA/WM CEDIS CHALCO,53,39092.344702467344,197.7178411334378,1.0,28.9622641509434,0.0,1.0,1.0,254.0788366508004,28.9622641509434,6.826739791577981,True
BODEGA PLAZA CHIMALHUACAN/WM CEDIS CHALCO,23,1543.347826086956,39.2854658377237,0.0,14.434782608695652,0.0,1.0,0.0,50.285396272286334,14.434782608695652,2.721583476709774,False
BODEGA PORTAL CHALCO/WM CEDIS CHALCO,31,568.3806451612904,23.84073499624729,0.0,6.225806451612903,0.0,1.0,0.0,30.51614079519653,6.225806451612903,3.8293408543195127,False
BODEGA REAL DE COSTITLAN/WM CEDIS CHALCO,20,81286183.5657895,9015.88506835516,0.0,2016.75,0.0,1.0,0.0,11540.332887494604,2016.75,4.4705020792637455,False
BODEGA SOR JUANA/WM CEDIS CHALCO,30,1085.9954022988504,32.95444434820364,0.0,12.266666666666667,0.0,1.0,0.0,42.181688765700656,12.266666666666667,2.6865036153426876,False
BODEGA TEHUACAN 2/WM CEDIS CHALCO,80,24892790.76819621,4989.267558289113,0.5,574.0625,0.0,1.0,0.5,6386.7624746100655,574.0625,8.691157423258119,True
BODEGA TULYEHUALCO/WM CEDIS CHALCO,43,456.9468438538207,21.37631502045712,0.0,9.651162790697674,0.0,1.0,0.0,27.361683226185114,9.651162790697674,2.2148952912762803,False
BODEGA YAUTEPEC/WM CEDIS CHALCO,58,1364.1297640653352,36.934127362986864,1.0,10.362068965517242,0.0,1.0,1.0,48.275683024623184,10.362068965517242,3.564358381120196,False
BODEGA ZARAGOZA/WM CEDIS CHALCO,30,122.94712643678164,11.08815252586208,0.0,2.466666666666667,0.0,1.0,0.0,14.192835233103462,2.466666666666667,4.495196969944086,False
"CARRETERA FEDERAL MÉXICO CUAUTLA KM 35 SAN GREGORIO COAUTZINGO 56640/BODEGA HUAMANTLA, MORELOS PONIENTE, HUAMANTLA 90500, 311",75,1085.8198198198197,32.95178022231606,0.0,10.133333333333333,0.0,1.0,0.0,42.17827868456456,10.133333333333333,3.251820416675927,False
"CARRETERA FEDERAL MÉXICO CUAUTLA KM 35 SAN GREGORIO COAUTZINGO 56640/BODEGA PORTAL CHALCO, PROLONGACION SAN SEBASTIAN S/N LOTE 2, CHALCO",33,843.3143939393942,29.039875928443536,0.0,7.424242424242424,0.0,0.0,0.0,37.17104118840773,7.424242424242424,3.911493492402599,False
CARRETERA FEDERAL MÉXICO CUAUTLA KM 35 SAN GREGORIO COAUTZINGO 56640/WM CD JARDIN,84,1436.5867756741252,37.90233206115588,0.0,14.94047619047619,0.0,1.0,0.0,48.51498503827953,14.94047619047619,2.5368891578781625,False
"CARRETERA FEDERAL MÉXICO CUAUTLA KM 35 SAN GREGORIO COAUTZINGO 56640/WM REFORMA SUR, BOULEVARD JOSE MA. MORELOS Y PAVON NO, PUEBLA 72160",89,22378999.23927477,4730.644695945233,1.0,514.2584269662922,0.0,1.0,1.0,6056.225210809898,514.2584269662922,9.198963882521483,True
CEDIS FRIALSA AGS/CEDIS FRIALSA CULIACAN,35,4211235.005042017,2052.129383114529,736.0,1646.6285714285714,0.5,2945.0,736.0,3362.725610386597,1646.6285714285714,1.2462612508503699,False
CEDIS FRIALSA AGS/CEDIS WM MTY - LAREDO,44,6942130.517441862,2634.7923101151373,2.0,1524.25,1.0,1848.0,2.0,3374.534156947376,1524.25,1.7285827850517548,False
CEDIS FRIALSA CULIACAN/CEDIS WM MTY - LAREDO,174,3456715.9786392907,1859.2245638005352,1.0,1293.2701149425288,0.0,2163.5,1.0,2380.807441664685,1293.2701149425288,1.4376150367343459,False
CEDIS FRIALSA GDL/CESIS WM MTY - LAREDO,39,2973226.692307693,1724.304698221197,0.0,808.3076923076923,0.0,645.0,0.0,2207.1100137231324,808.3076923076923,2.1332281192306395,False
CEDIS JDV CONVENTO/PROPIMEX ACAPULCO,21,8444898.147619046,2906.0106929636454,4321.0,4634.047619047619,2225.0,5760.0,4321.0,8040.693686993466,4634.047619047619,0.6270998772258803,False
CEDIS PERECEDEROS VHS/AURRERA ITZAES MERIDA,55,50383.50639730641,224.46270602776403,988.0,1005.1090909090908,876.0,1072.5,988.0,1275.312263715538,1005.1090909090908,0.2233217349817663,False
CEDIS PERECEDEROS VHS/AURRERA JUAN PABLO II MERIDA,31,11319.729032258068,106.39421521989844,1003.0,999.0645161290324,930.0,1061.0,1003.0,1139.18459548147,999.0645161290324,0.10649383848816155,False
CEDIS PERECEDEROS VHS/BODEGA AURRERA AV. TRANSISTMICA,22,102003.68831168833,319.38016267715864,218.0,294.45454545454544,180.25,257.75,218.0,626.806608226763,294.45454545454544,1.0846501356742035,False
CEDIS PERECEDEROS VHS/BODEGA AURRERA TALLERES 1004,24,147577.1014492754,384.1576518166408,1232.5,1201.6666666666667,1155.25,1310.25,1232.5,1724.2217943253002,1201.6666666666667,0.31968736628291883,False
CEDIS PERECEDEROS VHS/FRIALSA FRIGORIFICO CANCUN,57,32834431.71679197,5730.133656101921,1157.0,1897.877192982456,1020.0,1261.0,1157.0,8491.57107981046,1897.877192982456,3.0192331080691215,False
CEDIS PERECEDEROS VHS/SAMS CLUB AVIACIÓN MERIDA,38,48674.14224751066,220.62217079774797,923.0,939.421052631579,837.5,1052.0,923.0,1205.3963786211175,939.421052631579,0.23484908090969867,False
CEDIS PERECEDEROS VHS/SAMS CLUB CARRIZAL TABASCO,24,5726.461956521739,75.67339001605346,41.0,63.875,33.75,61.25,41.0,137.86193922054844,63.875,1.1847106069049465,False
CEDIS PERECEDEROS VHS/SAMS MERIDA,30,61144.740229885065,247.2746251233334,1086.5,1102.8666666666666,901.0,1268.75,1086.5,1403.0115201578667,1102.8666666666666,0.22421080679743707,False
CEDIS PERECEDEROS VHS/SUPER CENTER MERIDA CAMPESTRE,29,25327.84975369458,159.1472580778399,945.0,974.2758620689656,873.0,1030.0,945.0,1148.708490339635,974.2758620689656,0.16334927742115654,False
CEDIS PERECEDEROS VHS/SUPER CENTER MERIDA PERIFERICO,27,631141.1823361822,794.4439453707116,891.0,1074.4814814814815,820.5,987.5,891.0,1907.8882500745108,1074.4814814814815,0.739374255455145,False
CEDIS PERECEDEROS VHS/WM CEDIS VILLAHERMOSA SECOS,83,528.740229209521,22.99435211545481,1.0,5.0602409638554215,1.0,5.0,1.0,30.43277070778215,5.0602409638554215,4.544121965673212,False
CEDIS PERECEDEROS VHS/WM PASEO DE LA FUENTES,35,16349.240336134462,127.864147970158,1177.0,1172.3714285714286,1101.0,1243.5,1177.0,1340.6661094018025,1172.3714285714286,0.10906453778557575,False
CEDIS WALMART /FRIALSA SANTA ROSA,63,1312410.4101382487,1145.6048228504665,1.0,536.2380952380952,0.0,434.5,1.0,1467.3741732485971,536.2380952380952,2.1363734375153003,False
CEDIS WALMART CHALCO/BODEGA AURRERA TEZIUTLAN,278,6711280.456081349,2590.613914901514,0.0,169.56474820143885,0.0,1.0,0.0,3315.985811073938,169.56474820143885,15.27802177268548,True
CEDIS WALMART CHALCO/SAMS CLUB ACOXPA,112,22422.412403474893,149.74115133614706,0.0,37.455357142857146,0.0,1.0,0.0,191.66867371026825,37.455357142857146,3.997856722204641,False
CEDIS WM GUADALAJARA/WM CEDIS MEGAPARK IDC,70,26318696.34037267,5130.175078920082,765.5,1532.4857142857145,623.0,1040.0,765.5,7332.1241010177055,1532.4857142857145,3.347616901806642,False
CEDIS WM MEGAPARK/CEDIS WM CHALCO,159,14092944001854.172,3754057.0056745503,141.0,298166.9748427673,120.0,178.5,141.0,4805333.967263425,298166.9748427673,12.590452070200536,True
CEDIS WM MID TEYA/BODEGA AURRERA NICHUPTE,20,372516.0289473685,610.3409120707611,360.0,450.15,305.75,420.0,360.0,1141.236367450574,450.15,1.3558611842069557,False
CEDIS WM MTY - LAREDO/CEDIS FRIALSA AGS,76,4415817.734736842,2101.3847184028064,2826.0,3051.842105263158,1672.5,4084.0,2826.0,5515.772439555592,3051.842105263158,0.6885627256989449,False
CEDIS WM MTY - LAREDO/CEDIS FRIALSA CULIACAN,147,5466822.435374151,2338.1236997588794,3078.0,3278.9455782312925,1736.0,4775.0,3078.0,6070.7983356913655,3278.9455782312925,0.7130718226253986,False
CEDIS WM MTY - LAREDO/CEDIS FRIALSA GDL,28,14545459.74074074,3813.851038090075,2297.5,3013.5,0.75,3969.5,2297.5,7179.229328755296,3013.5,1.2655885309739754,False
CHEDRAUI CANCUN MUNDO MAYA/BB CANCUN PLANTA,126,9259771.222412698,3042.9872202184315,30.0,390.9603174603175,30.0,60.0,30.0,3925.023641879593,390.9603174603175,7.783365943596807,True
CHIMALHUACAN PEÑON/WM CEDIS CHALCO,37,283233.32132132136,532.1966942036763,1.0,122.10810810810813,0.0,1.0,1.0,682.2117685807057,122.10810810810813,4.358405862225768,False
CITY CLUB/BB CANCUN PLANTA,69,32435.708866155157,180.09916397961194,44.0,87.6231884057971,35.0,61.0,44.0,274.5269298939033,87.6231884057971,2.055382453621109,False
COMERCIALIZADORA EL ORO/WM CEDIS CHALCO,52,143182.71907993965,378.3949247544682,1.0,62.21153846153846,0.0,1.0,1.0,485.34550368571934,62.21153846153846,6.082391371632874,False
CONSERVAS LA COSTENA/WM CEDIS CHALCO,37,65757.45195195195,256.43215857601,0.0,47.78378378378378,0.0,1.0,0.0,328.2331629772928,47.78378378378378,5.366510105945911,False
COSTCO/BB CANCUN PLANTA,48,4594.740691489362,67.78451660585448,48.5,71.0625,34.25,67.5,48.5,135.26418125549372,71.0625,0.9538718255881017,False
DESCONSOLIDADOR GAL MERIDA/SUPERCENTER PERIFERICO,21,138.1571428571429,11.754026665664108,28.0,31.571428571428573,24.0,34.0,28.0,43.04515413205006,31.571428571428573,0.3722994871477319,False
DESCONSOLIDADOR GAL MERIDA/WM CEDIS PERECEDERO VHSA,89,1011115.5589887642,1005.5424202830848,969.0,1189.314606741573,836.0,1248.0,969.0,2256.0942979623487,1189.314606741573,0.8454805941028687,False
DIST ARCACONTAL MONTERREY/IEQSA,35,35378613.10588235,5947.992359265632,900.0,2144.2,588.0,1680.0,900.0,8513.430219860009,2144.2,2.773991399713475,False
DÍAZ COVARRUBIAS GRANJAS - CARRETERA FEDERAL MÉXICO CUAUTLA KM 35 SAN /WM MIRAMONTES,24,1758.5054347826087,41.934537493367074,1.0,20.375,0.0,1.0,1.0,54.676207991509855,20.375,2.0581368094904087,False
EMBE PLAYA DEL CARMEN/IEQSA,59,1330624.5961426056,1153.5270244526591,3060.0,3166.084745762712,2428.5,3569.5,3060.0,4536.514591299404,3166.084745762712,0.36433864443978226,False
EMBOTELLADORA NIAGARA DE MEXICO/CEDIS WALMART TEYA,21,93539863.76190476,9671.600889299803,2130.0,4081.4761904761904,1441.0,2881.0,2130.0,14509.649138303748,4081.4761904761904,2.3696330538121813,False
EMBOTELLADORA NIAGARA DE MEXICO/WM CEDIS MID TEYA,37,4320187.659159158,2078.5061123699297,2881.0,3186.297297297297,2305.0,3230.0,2881.0,5541.4878238335095,3186.297297297297,0.6523264838259049,False
FABRICA DE JABON LA CORONA/WM CEDIS CHALCO,882,118862.6925558722,344.7646915736474,1.0,22.34807256235828,0.0,1.0,1.0,442.2988052142687,22.34807256235828,15.4270436795676,True
FRABEL SMO/WM CEDIS CHALCO,80,8311.959493670887,91.16994841322928,1.0,25.2,0.0,1.0,1.0,117.69753396893348,25.2,3.617855095763067,False
FRABEL SMO/WM CEDIS MID TEYA,23,689833.2015810276,830.5619793736212,2760.0,2582.7391304347825,2194.5,2881.0,2760.0,3823.1193335982352,2582.7391304347825,0.3215818313148038,False
FRIALSA FRIGORIFICO CANCUN/WM CEDIS PERECEDERO VHSA,119,227020.6873664721,476.4668796112402,1450.0,1517.3025210084031,1268.5,1696.5,1450.0,2059.877605902388,1517.3025210084031,0.3140223343823215,False
GRAND PALACE/BB CANCUN PLANTA,66,31448.2564102564,177.33656253084527,45.0,76.66666666666667,36.0,60.0,45.0,271.99080003948194,76.66666666666667,2.3130855982284166,False
HENKEL/WM CEDIS MID TEYA,30,2197370.0505747125,1482.3528765360536,2101.5,2116.133333333333,1140.0,2882.5,2101.5,3998.911681966149,2116.133333333333,0.7005006977518998,False
IEQSA/BEBE CANCUN,151,1980206.4302869749,1407.1980778436896,3060.0,3226.41059602649,2474.5,3870.0,3060.0,4861.213539639923,3226.41059602649,0.43614971993234053,False
IEQSA/BEBE MERIDA PACABTUN,96,22325304.96798245,4724.966134056672,3092.5,3618.3541666666665,2362.5,3759.0,3092.5,9140.45665159254,3618.3541666666665,1.3058329606273584,False
IEQSA/DIST ARCACONTAL MONTERREY,27,827956.4102564103,909.9211011161408,1440.0,1651.111111111111,1060.0,2040.0,1440.0,2604.69900942866,1651.111111111111,0.5510962254404621,False
IEQSA/EMBE PLAYA DEL CARMEN,59,1442568.1507890124,1201.069586156028,3074.0,3156.491525423729,2670.0,3695.0,3074.0,4611.369070279716,3156.491525423729,0.3805077810227277,False
IEQSA/PROPIMEX MINATITLAN,32,431151.7903225806,656.6214970000453,1725.0,1864.625,1455.0,2347.5,1725.0,2565.475516160058,1864.625,0.35214667667764044,False
IEQSA/PROPIMEX TUXTLA,42,893735.4175377466,945.375807569533,2308.5,2109.595238095238,1535.0,2775.0,2308.5,3518.581033689002,2109.595238095238,0.44813137160051447,False
KIMBERLY CLARK ECATEPEC/WM CEDIS CHALCO,118,16927529.10850354,4114.307852908377,0.0,386.9491525423729,0.0,1.0,0.0,5266.314051722722,386.9491525423729,10.632683456924847,True
KIMBERLY TEPOTZOTLAN/WM CEDIS CHALCO,52,346.2062594268477,18.606618699453367,0.0,4.403846153846154,0.0,1.0,0.0,23.81647193530031,4.403846153846154,4.225083722146616,False
KIMBERLY TLAXCALA/WM CEDIS CHALCO,23,70680482.6007905,8407.168524586057,0.0,1753.6521739130435,0.0,1.0,0.0,10761.175711470154,1753.6521739130435,4.7940912397847795,False
"MEGA EMPACK,QUERETARO/LA MADRILEÑA, SAN JUAN DEL RIO",129,153298.8609496124,391.53398441209725,360.0,418.4806201550388,240.0,360.0,360.0,861.1635000474845,418.4806201550388,0.9356084022888362,False
MEGA EMPACK/BB CANCUN PLANTA,140,304153.9183453238,551.50151255035,447.5,519.05,375.0,530.75,447.5,1153.421936064448,519.05,1.062520975918216,False
MEGA EMPACK/BB CHETUMAL,20,136196.0,369.04742242698296,553.5,580.0,483.25,617.5,553.5,1025.8807007065382,580.0,0.6362886593568672,False
MEGA EMPACK/BB PACABTUN,23,1469054.1581027666,1212.0454439099085,90.0,351.60869565217394,82.5,117.5,90.0,1641.4181682046826,351.60869565217394,3.447142971426721,False
MEGA EMPACK/BB PLAYA DEL CARMEN,41,47706.65121951218,218.41852306869987,425.0,469.2682926829268,348.0,502.0,425.0,704.5757095279358,469.2682926829268,0.46544487764120035,False
MEGA EMPACK/BB PONIENTE,78,4443.53846153846,66.65987144855937,57.5,61.61538461538461,30.0,65.75,57.5,142.824635454156,61.61538461538461,1.081870572823061,False
MERA/BB CANCUN PLANTA,110,174784.48874061715,418.0723486917272,50.5,111.45454545454544,36.5,65.5,50.5,585.6326063254108,111.45454545454544,3.751056962160685,False
MEXIQUENSE PARK UNILEVER/WM CEDIS MID TEYA,73,1210173.0738203947,1100.0786671054009,2184.0,2055.8082191780823,1443.0,2881.0,2184.0,3592.100693894913,2055.8082191780823,0.5351076315597256,False
PATIO HUB MORELOS/WM CEDIS CHALCO,32,1386.442540322581,37.23496394952708,1.0,28.59375,0.0,60.0,1.0,48.66075385539466,28.59375,1.3022063894916573,False
PATIO MAVERICK/WM CEDIS CHALCO,59,38041.065458796016,195.0411891339776,0.0,49.3728813559322,0.0,1.0,0.0,249.6527220914913,49.3728813559322,3.9503708063524474,False
PATIO TIP PERAL/WM CEDIS CHALCO,52,4145.518476621418,64.38570087077889,60.0,84.67307692307692,60.0,120.0,60.0,142.41369711459697,84.67307692307692,0.7604034624756989,False
PENSION SALINAS CRUZ/BODEGA AURRERA IXTEPEC,199,4748.565605806811,68.90983678551859,60.0,72.89949748743719,60.0,72.0,60.0,148.2045910854638,72.89949748743719,0.9452717667552354,False
PENSION SALINAS CRUZ/BODEGA AURRERA JUCHITAN,442,260066380.60295445,16126.573740350255,60.0,1151.0837104072398,60.0,62.0,60.0,20702.014387648327,1151.0837104072398,14.00990526974347,True
PENSION SALINAS CRUZ/BODEGA AURRERA MATIAS ROMERO,289,235064323.82384196,15331.80758501234,140.0,1064.7820069204151,130.0,150.0,140.0,19764.7137088158,1064.7820069204151,14.399010769683567,True
PENSION SALINAS CRUZ/BODEGA AURRERA PUERTO ESCONDIDO,294,231193187.06345335,15205.038213153342,358.0,1286.8775510204082,334.0,372.0,358.0,19820.44891283628,1286.8775510204082,11.815450662805299,True
PENSION SALINAS CRUZ/BODEGA AURRERA SALINA CRUZ,374,251533605.45818672,15859.811015840847,18.0,1266.0160427807486,15.0,19.0,18.0,20318.55810027629,1266.0160427807486,12.5273381062419,True
PENSION SALINAS CRUZ/BODEGA AURRERA TEHUANTEPEC,210,9489442.3881522,3080.493854587637,32.0,252.24761904761905,31.0,35.0,32.0,3975.032133872176,252.24761904761905,12.212182086071959,True
PENSION SALINAS CRUZ/SAMS SALINA CRUZ,557,376200655.5264324,19395.89274888971,18.0,1508.023339317774,15.0,19.0,18.0,24844.74271857883,1508.023339317774,12.861798782016441,True
PENSION SALINAS CRUZ/SUPER CENTER SALINA CRUZ,306,6511246.811111108,2551.714484637948,18.0,167.27777777777777,15.0,19.0,18.0,3284.194540336573,167.27777777777777,15.254354275484246,True
PENSION SALINAS CRUZ/WM CEDIS VILLAHERMOSA SECOS,1372,8253778.0317206895,2872.9389188983278,768.5,1020.387026239067,593.75,1002.5,768.5,4445.861816189859,1020.387026239067,2.8155384623885107,False
PENSION TUXTEPEC/WM SANTA FE,84,550666.0830464716,742.0687859265282,437.0,706.4642857142857,37.75,1440.0,437.0,1386.848045985956,706.4642857142857,1.0503981601507908,False
PEPSICO SMO/WM CEDIS CHALCO,68,952.7118086040388,30.86603001041823,1.0,9.720588235294118,0.0,1.0,1.0,40.50851841333533,9.720588235294118,3.1753253263365195,False
PROPIMEX MINATITLAN/IEQSA,32,1010189.3830645162,1005.0817792918724,1770.0,2000.1875,1365.0,2392.75,1770.0,3056.504677493597,2000.1875,0.5024937808539811,False
PROPIMEX TUXTLA/IEQSA,42,39020386.19802555,6246.629987283187,2166.0,3191.7380952380954,1352.5,3003.75,2166.0,10161.68638372248,3191.7380952380954,1.9571248645378607,False
RETORNO BB PACABTUN/BB CANCUN PLANTA,52,35766682.74622926,5980.525290158822,369.0,1246.8653846153843,298.75,443.0,369.0,8024.072371403292,1246.8653846153843,4.796448248504077,False
SAMS AVENIDA AVIACION/WM CEDIS MID TEYA,27,3769296.908831909,1941.46772026524,60.0,426.2962962962963,60.0,60.0,60.0,2545.0786819395075,426.2962962962963,4.554268327294655,False
SAMS AVIACIÓN /SAMS CLUB MERIDA ORIENTE,21,13979306.86190476,3738.891127313653,63.0,1232.809523809524,55.0,68.0,63.0,4848.780642961477,1232.809523809524,3.0328214173427597,False
SAMS CANCUN 6578/WM CEDIS MID TEYA,111,41161.62817362816,202.88328707320412,360.0,335.0900900900901,300.0,420.0,360.0,619.6906074537013,335.0900900900901,0.6054589290260964,False
SAMS CANCUN CUMBRES/WM CEDIS MID TEYA,24,103068.95652173906,321.0435430307532,358.5,385.5,300.0,397.5,358.5,769.4357350793641,385.5,0.8327977769928747,False
SAMS CLUB ACOXPA/FABRICA DE JABON LA CORONA,21,174.6904761904762,13.217052477404945,1.0,3.9047619047619047,0.0,1.0,1.0,17.91782717107833,3.9047619047619047,3.384854902750047,False
SAMS CLUB ACOXPA/WM CEDIS CHALCO,47,12277.613320999071,110.8043921557222,0.0,22.680851063829788,0.0,1.0,0.0,141.82962195932444,22.680851063829788,4.885371886790753,False
SAMS CLUB CD JARDIN/FABRICA DE JABON LA CORONA,23,86636160.6798419,9307.854783989806,0.0,1943.9565217391305,0.0,1.0,0.0,11914.054123506952,1943.9565217391305,4.788098231570878,False
SAMS CLUB CD JARDIN/WM CEDIS CHALCO,56,35572152.36753248,5964.239462624927,0.0,805.3214285714286,0.0,1.0,0.0,7634.226512159907,805.3214285714286,7.406035964055965,True
SAMS CLUB CHETUMAL/WM CEDIS MID TEYA,123,126034.0385179261,355.01273007869185,360.0,375.520325203252,241.0,477.0,360.0,814.4162945007256,375.520325203252,0.9453888544822165,False
SAMS CLUB COATZACOALCOS/WM COATZACOALCOS,20,2292.884210526316,47.88407053004492,6.0,19.6,5.0,8.0,6.0,67.29161027845748,19.6,2.4430648229614755,False
SAMS CLUB CUAUTLA/WM CEDIS CHALCO,227,8220683.505750267,2867.1734348919786,0.0,206.1718061674009,0.0,1.0,0.0,3669.981996661733,206.1718061674009,13.9067192948971,True
SAMS CLUB CUEMANCO/WM CEDIS CHALCO,34,533.4732620320856,23.097040114094398,0.0,6.735294117647059,0.0,1.0,0.0,29.564211346040825,6.735294117647059,3.4292548641013516,False
SAMS CLUB EL MOLINITO/WM CEDIS CHALCO,184,205408.9985447852,453.22069518589416,0.0,49.03804347826087,0.0,1.0,0.0,580.1224898379445,49.03804347826087,9.2422263010312,True
SAMS CLUB HIPERPLAZA TEXCOCO/WM CEDIS CHALCO,48,5602.3506205673775,74.84885183199124,0.0,17.104166666666668,0.0,1.0,0.0,95.80653034494878,17.104166666666668,4.376059546815566,False
SAMS CLUB IXTAPALUCA/WM CEDIS CHALCO,60,295.6598870056497,17.19476335997823,0.0,3.633333333333333,0.0,1.0,0.0,22.00929710077213,3.633333333333333,4.7325036770582285,False
SAMS CLUB MERIDA ORIENTE/WM CEDIS MID TEYA,155,12572833.54729786,3545.8191644946955,60.0,455.5548387096774,35.0,60.0,60.0,4598.648530553211,455.5548387096774,7.783517730901386,True
SAMS CLUB MERIDA ORIENTE/WM CEDIS PERECEDERO VHSA,33,97773128174148.5,9888029.539506266,1193.0,1722570.9393939397,1011.0,1515.0,1193.0,12657870.81056802,1722570.9393939397,5.740274210701139,False
SAMS CLUB PLAZA ORIENTE/FABRICA DE JABON LA CORONA,21,71.0142857142857,8.426997431724168,0.0,2.2857142857142856,0.0,1.0,0.0,10.786556712606934,2.2857142857142856,3.6868113763793233,False
SAMS CLUB PLAZA ORIENTE/WM CEDIS CHALCO,21,934.2619047619048,30.56569817232881,0.0,11.80952380952381,0.0,1.0,0.0,39.12409366058088,11.80952380952381,2.5882244420117133,False
SAMS CLUB TEHUACAN/WM CEDIS CHALCO,127,1276.1723534558184,35.72355460275221,0.0,9.952755905511813,0.0,1.0,0.0,45.72614989152283,9.952755905511813,3.589312843789185,False
SAMS CLUB ZARAGOZA/WM CEDIS CHALCO,38,52434506.67709816,7241.167494064624,0.5,1177.157894736842,0.0,1.0,0.5,9269.19439240272,1177.157894736842,6.1513986581073,False
SAMS CUMBRES/BB CANCUN PLANTA,50,8680.950612244897,93.1716191350397,47.5,90.78,33.5,106.25,47.5,166.75967249285085,90.78,1.026345220698829,False
SAMS KABAH/BB CANCUN PLANTA,52,3311.5818250377065,57.5463450189298,40.5,68.71153846153847,30.0,93.75,40.5,114.15932162423016,68.71153846153847,0.8375062807121044,False
SAMS MERIDA/SAMS AVIACIÓN,22,680.8484848484848,26.093073503297475,49.0,52.09090909090909,43.5,54.5,49.0,82.39913408422078,52.09090909090909,0.5009141510231627,False
